Sun Nov 15 11:39:17 CET 2020
Opening instancias/MANN_a9.clq.txt (45 nodes, 918 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 45
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
  700  0.433333   0.8125    0.802   0.00117   0.0342  160.308   0.8125
  800  0.433333   0.8125    0.792   0.00351   0.0592  158.488   0.8125
  900  0.466667   0.8125    0.798   0.00219   0.0468  159.525   0.8125
 1000  0.433333   0.8125    0.797   0.00266   0.0516  159.458   0.8125
 1100  0.433333   0.8125    0.798   0.00179   0.0423   159.65   0.8125
 1200     0.45   0.8125    0.797   0.00185    0.043  159.417   0.8125
 1300  0.466667   0.8125    0.793   0.00264   0.0513  158.588   0.8125
 1400  0.433333   0.8125    0.797   0.00235   0.0485  159.429   0.8125
 1500  0.433333   0.8125    0.798    0.0016     0.04  159.683   0.8125
 1600  0.433333   0.8125    0.786   0.00542   0.0736  157.225   0.8125
 1700  0.433333   0.8125    0.798   0.00187   0.0433  159.696   0.8125
 1800  0.433333   0.8125    0.802    0.0018   0.0424  160.367   0.8125
 1900  0.433333   0.8125    0.796   0.00291    0.054  159.271   0.8125
 2000  0.433333   0.8125    0.794    0.0034   0.0583  158.738   0.8125
 2100  0.433333   0.8125    0.798   0.00294   0.0542   159.55   0.8125
 2200  0.433333   0.8125     0.79   0.00442   0.0665  157.979   0.8125
 2300  0.433333   0.8125    0.801   0.00233   0.0483    160.1   0.8125
 2400      0.4   0.8125    0.797   0.00297   0.0545  159.425   0.8125
 2500  0.404762   0.8125     0.79    0.0044   0.0663  158.076   0.8125
 2600  0.466667   0.8125    0.796    0.0024   0.0489  159.213   0.8125
 2700  0.466667   0.8125    0.795    0.0023   0.0479  159.088   0.8125
 2800  0.466667   0.8125    0.798   0.00269   0.0519  159.679   0.8125
 2900     0.45   0.8125    0.798   0.00225   0.0475  159.696   0.8125
 3000  0.433333   0.8125    0.792   0.00442   0.0665  158.421   0.8125
 3100     0.45   0.8125    0.801   0.00169   0.0411  160.104   0.8125
 3200  0.433333   0.8125    0.791   0.00324   0.0569  158.175   0.8125
 3300  0.466667   0.8125      0.8   0.00173   0.0416  159.996   0.8125
 3400   0.6875   0.8125    0.805  0.000454   0.0213      161   0.8125
 3500  0.433333   0.8125    0.792   0.00436   0.0661  158.338   0.8125
 3600  0.433333   0.8125    0.794   0.00365   0.0604  158.796   0.8125
 3700  0.433333   0.8125    0.795   0.00261   0.0511  158.958   0.8125
 3800      0.4   0.8125    0.794   0.00312   0.0559  158.892   0.8125
 3900  0.433333   0.8125    0.797   0.00212    0.046  159.492   0.8125
 4000   0.6875   0.8125    0.802  0.000567   0.0238    160.5   0.8125
 4100  0.433333   0.8125    0.793   0.00402   0.0634  158.608   0.8125
 4200  0.433333   0.8125    0.791   0.00414   0.0643  158.233   0.8125
 4300  0.433333   0.8125    0.792   0.00484   0.0695  158.383   0.8125
 4400  0.433333   0.8125    0.797   0.00239   0.0489  159.429   0.8125
 4500  0.433333   0.8125    0.791   0.00316   0.0562  158.175   0.8125
 4600  0.466667   0.8125      0.8    0.0017   0.0413  159.933   0.8125
 4700     0.45   0.8125    0.795    0.0029   0.0538  158.975   0.8125
 4800  0.433333   0.8125    0.801   0.00219   0.0468  160.117   0.8125
 4900  0.433333   0.8125      0.8   0.00172   0.0415  160.025   0.8125
 5000  0.433333   0.8125    0.789   0.00426   0.0653  157.733   0.8125
 5100  0.433333   0.8125    0.799    0.0018   0.0425  159.775   0.8125
 5200  0.433333   0.8125    0.788   0.00483   0.0695  157.604   0.8125
 5300  0.433333   0.8125    0.796   0.00313    0.056  159.158   0.8125
 5400     0.45   0.8125    0.798   0.00242   0.0492  159.633   0.8125
 5500  0.466667   0.8125      0.8   0.00166   0.0408  159.933   0.8125
 5600  0.433333   0.8125    0.799   0.00205   0.0453  159.713   0.8125
 5700  0.433333   0.8125    0.788   0.00528   0.0727  157.633   0.8125
 5800     0.75   0.8125    0.806  0.000353   0.0188   161.25   0.8125
 5900  0.433333   0.8125    0.791   0.00439   0.0663  158.292   0.8125
 6000  0.433333   0.8125    0.788   0.00556   0.0745  157.675   0.8125
 6100  0.433333   0.8125    0.794   0.00348    0.059  158.738   0.8125
 6200  0.466667   0.8125    0.798   0.00167   0.0409  159.683   0.8125
 6300  0.433333   0.8125    0.796   0.00297   0.0545  159.113   0.8125
 6400  0.433333   0.8125    0.795   0.00302   0.0549  159.083   0.8125
 6500  0.433333   0.8125    0.799   0.00236   0.0486  159.833   0.8125
 6600  0.466667   0.8125    0.801   0.00166   0.0407  160.183   0.8125
 6700  0.433333   0.8125    0.796   0.00415   0.0644  159.183   0.8125
 6800  0.433333   0.8125    0.789    0.0053   0.0728  157.788   0.8125
 6900  0.433333   0.8125    0.793   0.00306   0.0554  158.675   0.8125
 7000  0.433333   0.8125    0.792   0.00409   0.0639  158.467   0.8125
 7100     0.45   0.8125    0.796   0.00196   0.0443  159.167   0.8125
 7200  0.466667   0.8125    0.794   0.00287   0.0536  158.742   0.8125
 7300  0.466667   0.8125    0.803   0.00109    0.033  160.529   0.8125
 7400  0.433333   0.8125      0.8   0.00188   0.0433  159.992   0.8125
 7500     0.45   0.8125    0.798   0.00175   0.0418  159.542   0.8125
 7600     0.45   0.8125    0.794   0.00341   0.0584  158.817   0.8125
 7700  0.433333   0.8125    0.794   0.00365   0.0604  158.796   0.8125
 7800  0.433333   0.8125    0.797   0.00236   0.0486  159.367   0.8125
 7900  0.433333   0.8125    0.793   0.00376   0.0614  158.579   0.8125
 8000  0.433333   0.8125    0.794   0.00302   0.0549  158.738   0.8125
 8100  0.433333   0.8125    0.793   0.00473   0.0688  158.571   0.8125
 8200  0.466667   0.8125    0.799   0.00215   0.0463  159.775   0.8125
 8300  0.433333   0.8125    0.796   0.00308   0.0555  159.113   0.8125
 8400  0.433333   0.8125    0.791    0.0048   0.0693   158.15   0.8125
 8500  0.466667   0.8125    0.799   0.00169   0.0411  159.808   0.8125
 8600  0.433333   0.8125    0.797   0.00234   0.0484  159.492   0.8125
 8700  0.433333   0.8125    0.794   0.00261   0.0511  158.708   0.8125
 8800  0.433333   0.8125    0.798   0.00194   0.0441  159.617   0.8125
 8900  0.433333   0.8125    0.797   0.00188   0.0433  159.338   0.8125
 9000  0.433333   0.8125    0.797   0.00236   0.0486  159.367   0.8125
 9100  0.433333   0.8125    0.796   0.00357   0.0598  159.108   0.8125
 9200  0.433333   0.8125    0.792   0.00415   0.0644   158.45   0.8125
 9300  0.433333   0.8125    0.794   0.00369   0.0608  158.829   0.8125
 9400  0.433333   0.8125    0.789   0.00485   0.0696  157.821   0.8125
 9500  0.433333   0.8125    0.795   0.00303   0.0551  159.033   0.8125
 9600  0.466667   0.8125    0.801   0.00116    0.034  160.217   0.8125
 9700  0.433333   0.8125    0.796   0.00295   0.0543  159.238   0.8125
 9800     0.45   0.8125    0.797   0.00182   0.0426  159.462   0.8125
 9900     0.45   0.8125    0.797    0.0018   0.0424  159.479   0.8125
10000  0.433333   0.8125      0.8   0.00179   0.0423  160.088   0.8125

The specified number of iterations has been reached.

Best: 1 1 0 1 0 1 1 0  (0.8125)


Best chrom:  1.0000  1.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000     (fitness: 0.8125)

------------------- ¡CLIQUE ENCONTRADO DE 5! :) -------------------

Opening instancias/hamming6-2.clq.txt (64 nodes, 1824 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 64
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.440217  0.461957    0.453  1.32E-05  0.00363  90.5115  0.461957
    1  0.445977  0.461957    0.454  1.03E-05  0.00322  90.8856  0.461957
  100  0.490476  0.65625    0.639   0.00231    0.048   127.75  0.65625
  200  0.492095  0.671875     0.66   0.00172   0.0415  131.943  0.671875
  300     0.49   0.6875    0.677   0.00177   0.0421  135.417   0.6875
  400  0.492877  0.710938    0.698   0.00238   0.0488  139.659  0.710938
  500  0.494318     0.75    0.733   0.00366   0.0605  146.605     0.75
  600  0.494318     0.75    0.736   0.00309   0.0556  147.147     0.75
  700  0.494318     0.75    0.733   0.00367   0.0605   146.58     0.75
  800  0.494318     0.75    0.742   0.00159   0.0399  148.448     0.75
  900  0.494318     0.75     0.74    0.0022    0.047  147.969     0.75
 1000  0.494318     0.75    0.742   0.00159   0.0399  148.433     0.75
 1100  0.494318     0.75    0.737   0.00281    0.053  147.496     0.75
 1200  0.494318     0.75    0.739    0.0025     0.05  147.705     0.75
 1300  0.494318     0.75    0.739   0.00251   0.0501  147.729     0.75
 1400  0.493952     0.75    0.736   0.00309   0.0556  147.123     0.75
 1500  0.494318     0.75    0.738    0.0025     0.05  147.659     0.75
 1600  0.494318     0.75     0.74   0.00221    0.047  147.937     0.75
 1700  0.494318     0.75    0.738   0.00281    0.053  147.528     0.75
 1800  0.494318     0.75    0.733   0.00367   0.0606  146.658     0.75
 1900  0.494318     0.75    0.746  0.000653   0.0255  149.293     0.75
 2000  0.494318     0.75    0.734   0.00368   0.0607  146.714     0.75
 2100  0.494318     0.75    0.739   0.00251   0.0501  147.768     0.75
 2200  0.494318     0.75    0.742   0.00159   0.0399  148.464     0.75
 2300  0.494318     0.75    0.737    0.0028   0.0529  147.379     0.75
 2400  0.494318     0.75    0.737    0.0028    0.053  147.425     0.75
 2500  0.494318     0.75    0.742    0.0016   0.0399  148.417     0.75
 2600  0.494318     0.75    0.744   0.00128   0.0358  148.727     0.75
 2700  0.494318     0.75    0.743   0.00128   0.0358   148.61     0.75
 2800  0.494318     0.75    0.736    0.0031   0.0557  147.224     0.75
 2900  0.494318     0.75    0.745  0.000971   0.0312  148.913     0.75
 3000  0.493952     0.75    0.737   0.00311   0.0558  147.302     0.75
 3100  0.494318     0.75    0.746  0.000652   0.0255  149.271     0.75
 3200  0.494318     0.75    0.741    0.0019   0.0436  148.208     0.75
 3300  0.494318     0.75     0.74    0.0022   0.0469  147.906     0.75
 3400  0.494318     0.75    0.744   0.00128   0.0358  148.735     0.75
 3500  0.494318     0.75    0.742   0.00159   0.0399  148.425     0.75
 3600  0.494318     0.75    0.743    0.0016     0.04  148.518     0.75
 3700  0.494318     0.75    0.742    0.0016     0.04  148.472     0.75
 3800  0.494318     0.75    0.741    0.0019   0.0436  148.232     0.75
 3900  0.494318     0.75    0.746  0.000654   0.0256  149.246     0.75
 4000  0.494318     0.75    0.739   0.00251   0.0501  147.736     0.75
 4100  0.494318     0.75     0.74   0.00221    0.047  147.969     0.75
 4200  0.494318     0.75     0.74    0.0022    0.047  147.984     0.75
 4300  0.493952     0.75    0.737   0.00281    0.053   147.48     0.75
 4400  0.494318     0.75    0.728   0.00479   0.0692  145.668     0.75
 4500  0.494318     0.75    0.744   0.00128   0.0358  148.727     0.75
 4600  0.494318     0.75    0.742    0.0016   0.0399  148.487     0.75
 4700  0.494318     0.75    0.742   0.00159   0.0399  148.457     0.75
 4800  0.493952     0.75    0.733   0.00367   0.0606  146.658     0.75
 4900  0.494253     0.75     0.74   0.00221    0.047  147.937     0.75
 5000  0.494318     0.75    0.735    0.0034   0.0583  147.016     0.75
 5100  0.494318     0.75    0.739   0.00251   0.0501  147.798     0.75
 5200  0.494318     0.75    0.736    0.0031   0.0557  147.178     0.75
 5300  0.494318     0.75    0.737    0.0028   0.0529  147.418     0.75
 5400  0.494318     0.75     0.74    0.0022   0.0469  147.906     0.75
 5500  0.493952     0.75     0.74   0.00221    0.047  148.022     0.75
 5600  0.494318     0.75    0.741    0.0019   0.0436  148.161     0.75
 5700  0.493952     0.75    0.734   0.00369   0.0607  146.775     0.75
 5800  0.494318     0.75    0.745   0.00097   0.0311  148.967     0.75
 5900  0.494318     0.75    0.742   0.00159   0.0399  148.409     0.75
 6000  0.494318     0.75    0.733   0.00367   0.0606  146.644     0.75
 6100  0.494318     0.75     0.74   0.00221    0.047  147.984     0.75
 6200  0.494318     0.75    0.747  0.000652   0.0255  149.301     0.75
 6300  0.494318     0.75    0.739   0.00251   0.0501  147.721     0.75
 6400  0.494318     0.75    0.735   0.00339   0.0583  147.009     0.75
 6500  0.493952     0.75    0.741    0.0019   0.0436  148.216     0.75
 6600  0.494318     0.75     0.74   0.00221    0.047  148.007     0.75
 6700  0.494318     0.75     0.74   0.00221    0.047  147.984     0.75
 6800  0.494318     0.75    0.741    0.0019   0.0436  148.216     0.75
 6900  0.493952     0.75    0.734   0.00368   0.0607  146.713     0.75
 7000  0.494318     0.75    0.741    0.0019   0.0436   148.13     0.75
 7100  0.494318     0.75    0.735   0.00339   0.0583      147     0.75
 7200  0.494318     0.75    0.739   0.00251   0.0501  147.767     0.75
 7300  0.493952     0.75    0.737    0.0028   0.0529  147.386     0.75
 7400  0.494318     0.75    0.741    0.0019   0.0436  148.224     0.75
 7500  0.493952     0.75    0.734   0.00368   0.0607  146.729     0.75
 7600  0.494318     0.75    0.741    0.0019   0.0436  148.232     0.75
 7700  0.494318     0.75    0.739   0.00251   0.0501  147.736     0.75
 7800  0.494318     0.75    0.735   0.00339   0.0582  146.954     0.75
 7900  0.494318     0.75    0.739    0.0022    0.047  147.898     0.75
 8000  0.494318     0.75    0.741    0.0019   0.0436  148.201     0.75
 8100  0.494318     0.75    0.742   0.00159   0.0399  148.487     0.75
 8200  0.494318     0.75    0.742   0.00159   0.0399   148.48     0.75
 8300  0.494318     0.75    0.736    0.0031   0.0557  147.217     0.75
 8400  0.494318     0.75    0.746  0.000651   0.0255  149.216     0.75
 8500  0.494318     0.75    0.743   0.00128   0.0358  148.634     0.75
 8600  0.493952     0.75    0.728   0.00479   0.0692  145.676     0.75
 8700  0.494318     0.75    0.739   0.00251   0.0501  147.751     0.75
 8800  0.494318     0.75    0.737   0.00281    0.053  147.457     0.75
 8900  0.494318     0.75    0.743   0.00128   0.0358  148.611     0.75
 9000  0.494318     0.75     0.74   0.00221    0.047  147.961     0.75
 9100  0.493952     0.75    0.742   0.00159   0.0399  148.456     0.75
 9200  0.494318     0.75    0.742    0.0016   0.0399  148.472     0.75
 9300  0.494318     0.75    0.741    0.0019   0.0436  148.169     0.75
 9400  0.494318     0.75    0.738    0.0025     0.05  147.588     0.75
 9500  0.494318     0.75    0.742   0.00159   0.0399   148.37     0.75
 9600  0.494318     0.75    0.737    0.0028   0.0529  147.426     0.75
 9700  0.494318     0.75    0.734   0.00338   0.0582  146.899     0.75
 9800  0.494318     0.75    0.742   0.00159   0.0399  148.417     0.75
 9900  0.494318     0.75    0.738   0.00281    0.053  147.527     0.75
10000  0.493952     0.75    0.741   0.00191   0.0436  148.231     0.75

The specified number of iterations has been reached.

Best: 0 1 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1
      0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 1 0
      0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 1 0 0 1
      0 1 1 0  (0.75)


Best chrom:  0.0000  1.0000  1.0000  0.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000  1.0000  0.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  1.0000  0.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000  1.0000  0.0000  0.0000  1.0000  1.0000  0.0000  0.0000  1.0000  0.0000  1.0000  1.0000  0.0000     (fitness: 0.75)

------------------- ¡CLIQUE ENCONTRADO DE 32! :) -------------------

Opening instancias/hamming6-4.clq.txt (64 nodes, 704 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 64
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.162338  0.193846    0.175  2.92E-05   0.0054  35.0588  0.193846
    1  0.168966  0.198333     0.18  2.56E-05  0.00506  35.9781  0.198333
  100      0.3  0.53125    0.506   0.00318   0.0563  101.273  0.53125
  200      0.3  0.53125    0.511   0.00268   0.0518  102.185  0.53125
  300      0.3  0.53125    0.515   0.00227   0.0477  103.045  0.53125
  400      0.3  0.53125    0.511   0.00288   0.0537  102.206  0.53125
  500      0.3  0.53125    0.504    0.0038   0.0616  100.799  0.53125
  600     0.35  0.53125    0.508   0.00315   0.0561  101.573  0.53125
  700      0.3  0.53125    0.509   0.00315   0.0561   101.72  0.53125
  800      0.3  0.53125    0.506   0.00332   0.0576  101.212  0.53125
  900      0.3  0.53125    0.506   0.00321   0.0566  101.182  0.53125
 1000      0.3  0.53125    0.507   0.00301   0.0548  101.438  0.53125
 1100      0.3  0.53125    0.514   0.00247   0.0497  102.824  0.53125
 1200     0.35  0.53125    0.515   0.00233   0.0483  102.947  0.53125
 1300     0.35  0.53125    0.512   0.00244   0.0494  102.433  0.53125
 1400      0.3  0.53125    0.508   0.00311   0.0558    101.6  0.53125
 1500      0.3  0.53125    0.511   0.00278   0.0528  102.231  0.53125
 1600      0.3  0.53125    0.505   0.00345   0.0587  100.941  0.53125
 1700      0.3  0.53125    0.514   0.00249   0.0499    102.7  0.53125
 1800     0.35  0.53125    0.506   0.00338   0.0582  101.114  0.53125
 1900  0.333333  0.53125    0.516   0.00215   0.0464  103.111  0.53125
 2000      0.3  0.53125    0.503   0.00395   0.0628  100.698  0.53125
 2100      0.3  0.53125    0.507    0.0033   0.0574    101.4  0.53125
